3433 Binding energies from the Atomic Mass Evaluation of 2016
# Electronic correction:  Be(Z) = 1.44381E-5*Z**2.39 + 1.55468E-12*Z**5.35 MeV            
# Num Nuc  A   N   Z        E        E/A     dE     Eval    S1n     dS1n  Eval    S1p     dS1p  Eval    S2n     dS2n  Eval    S2p     dS2p  Eval
 2811 Rn 194 108  86 -1492.188741 -7.691695 0.016878  0 11.390758 0.041968  0  1.479324 0.038494  0  0.000001 0.000001  0  0.746504 0.028014  0
 2812 Rn 195 109  86 -1500.933232 -7.697093 0.050505  0  8.744491 0.067383  0  1.499546 0.075531  0 20.135249 0.075595  0  1.165045 0.064980  0
 2813 Rn 196 110  86 -1512.083999 -7.714714 0.014504  0 11.150767 0.065009  0  1.828874 0.024059  0 19.895258 0.031382  0  1.565126 0.027502  0
 2814 Rn 197 111  86 -1520.615793 -7.718862 0.016154  0  8.531794 0.030658  0  1.845041 0.046534  0 19.682561 0.066659  0  1.973981 0.053594  0
 2815 Rn 198 112  86 -1531.427899 -7.734484 0.013464  0 10.812106 0.029618  0  2.145170 0.021541  0 19.343900 0.027968  0  2.297926 0.026988  0
 2816 Rn 199 113  86 -1539.768394 -7.737530 0.037611  0  8.340495 0.051075  0  2.055160 0.043551  0 19.152601 0.053765  0  2.682162 0.087255  0
 2817 Rn 200 114  86 -1550.344947 -7.751725 0.013600  0 10.576553 0.051211  0  2.451455 0.018973  0 18.917048 0.027064  0  3.072032 0.031024  0
 2818 Rn 201 115  86 -1558.483789 -7.753651 0.049647  0  8.138842 0.063247  0  2.354609 0.074047  0 18.715395 0.087258  0  3.404457 0.067756  0
 2819 Rn 202 116  86 -1568.757349 -7.766125 0.017574  0 10.273560 0.067221  0  2.755216 0.025815  0 18.412402 0.031174  0  3.873512 0.025174  0
 2820 Rn 203 117  86 -1576.707726 -7.767033 0.018270  0  7.950377 0.035844  0  2.833064 0.046146  0 18.223937 0.067917  0  4.173128 0.023295  0
 2821 Rn 204 118  86 -1586.595643 -7.777430 0.007344  0  9.887917 0.025614  0  3.077719 0.017900  0 17.838294 0.024918  0  4.569196 0.016030  0
 2822 Rn 205 119  86 -1594.406557 -7.777593 0.005125  0  7.810914 0.012469  0  3.104569 0.027361  0 17.698831 0.023395  0  4.939531 0.013854  0
 2823 Rn 206 120  86 -1603.900993 -7.785927 0.008652  0  9.494436 0.013777  0  3.431178 0.023822  0 17.305350 0.015996  0  5.332224 0.019668  0
 2824 Rn 207 121  86 -1611.474133 -7.784899 0.008487  0  7.573140 0.017139  0  3.475095 0.023525  0 17.067576 0.013612  0  5.654016 0.018532  0
 2825 Rn 208 122  86 -1620.566291 -7.791184 0.011232  0  9.092158 0.019719  0  3.698363 0.023652  0 16.665298 0.019884  0  6.007472 0.015146  0
 2826 Rn 209 123  86 -1627.923122 -7.789106 0.010032  0  7.356831 0.021264  0  3.741262 0.018976  0 16.448989 0.018519  0  6.335974 0.016656  0
 2827 Rn 210 124  86 -1636.658197 -7.793610 0.004620  0  8.735075 0.014652  0  3.992424 0.009636  0 16.091906 0.015852  0  6.675896 0.006284  0
 2828 Rn 211 125  86 -1643.880098 -7.790901 0.006752  0  7.221901 0.011372  0  4.053488 0.014522  0 15.956976 0.016784  0  6.929969 0.008633  0
 2829 Rn 212 126  86 -1651.855511 -7.791771 0.003180  0  7.975413 0.009932  0  4.282437 0.005923  0 15.197314 0.007800  0  7.247014 0.004230  0
 2830 Rn 213 127  86 -1656.963313 -7.779170 0.003408  0  5.107802 0.006588  0  4.337853 0.005740  0 13.083215 0.010160  0  7.804052 0.004674  0
 2831 Rn 214 128  86 -1663.658375 -7.774105 0.009202  0  6.695062 0.012610  0  5.010356 0.014101  0 11.802864 0.012382  0  8.491022 0.010262  0
 2832 Rn 215 129  86 -1668.578557 -7.760830 0.007740  0  4.920182 0.016942  0  5.058853 0.012020  0 11.615244 0.011148  0  9.055608 0.010722  0
 2833 Rn 216 130  86 -1675.228459 -7.755687 0.006048  0  6.649902 0.013788  0  5.761609 0.012928  0 11.570084 0.015250  0  9.817798 0.007546  0
 2834 Rn 217 131  86 -1679.893998 -7.741447 0.004123  0  4.665539 0.010171  0  5.868186 0.007795  0 11.315441 0.011863  0 10.340321 0.006273  0
 2835 Rn 218 132  86 -1686.406483 -7.735810 0.002398  0  6.512485 0.006521  0  6.447431 0.007389  0 11.178024 0.008446  0 11.105742 0.004126  0
 2836 Rn 219 133  86 -1690.865710 -7.720848 0.002190  0  4.459227 0.004588  0  6.538862 0.013744  0 10.971712 0.006313  0 11.594753 0.008700  0
 2837 Rn 220 134  86 -1697.154427 -7.714338 0.001760  0  6.288717 0.003950  0  7.054123 0.005045  0 10.747944 0.004158  0 12.285486 0.003722  0
 2838 Rn 221 135  86 -1701.366400 -7.698490 0.005746  0  4.211973 0.007506  0  7.174360 0.019826  0 10.500690 0.007936  0 12.750636 0.021514  0
 2839 Rn 222 136  86 -1707.536881 -7.691608 0.001998  0  6.170481 0.007744  0  7.680526 0.015921  0 10.382454 0.003758  0 13.431764 0.019598  0
 2840 Rn 223 137  86 -1711.590680 -7.675295 0.007805  0  4.053799 0.009803  0  7.833386 0.023567  0 10.224280 0.013551  0 13.924542 0.027474  0
 2841 Rn 224 138  86 -1717.606771 -7.667887 0.009856  0  6.016091 0.017661  0  8.253126 0.023905  0 10.069890 0.011854  0 14.581824 0.049816  0
 2842 Rn 225 139  86 -1721.588872 -7.651506 0.011250  0  3.982101 0.021106  0  8.446852 0.033650  0  9.998192 0.019055  0 15.128035 0.234250  1
 2843 Rn 226 140  86 -1727.447207 -7.643572 0.010396  0  5.858335 0.021646  0  8.844827 0.235396  1  9.840436 0.020252  0 15.795370 0.234396  1
 2844 Rn 227 141  86 -1731.379897 -7.627224 0.014074  0  3.932690 0.024470  0  8.978517 0.240074  1  9.791025 0.025324  0 16.134060 0.239074  1
 2845 Rn 228 142  86 -1737.093607 -7.618832 0.017784  0  5.713710 0.031858  0  9.565227 0.244784  1  9.646400 0.028180  0 16.933770 0.469784  1
 2846 Rn 229 143  86 -1741.045985 -7.602821 0.013053  0  3.952378 0.030837  0  9.552605 0.469053  1  9.666088 0.027127  0 17.358148 0.467053  1
 2847 Rn 230 144  86 -1746.438547 -7.593211 0.230000  1  5.392562 0.243053  1 10.096167 0.688000  2  9.344940 0.247784  1  0.000001 0.000001  0
 2848 Rn 231 145  86 -1750.107547 -7.576223 0.231000  1  3.669000 0.461000  2  0.000001 0.000001  0  9.061562 0.244053  1  0.000001 0.000001  0
 2849 Fr 197 110  87 -1511.070643 -7.670409 0.054372  0  0.000001 0.000001  0 -1.013356 0.068876  0  0.000001 0.000001  0  0.815518 0.063927  0
 2850 Fr 198 111  87 -1519.821922 -7.675868 0.032274  0  8.751279 0.086646  0 -0.793871 0.048428  0  0.000001 0.000001  0  1.051170 0.062654  0
 2851 Fr 199 112  87 -1530.695873 -7.691939 0.013731  0 10.873951 0.046005  0 -0.732026 0.027195  0 19.625230 0.068103  0  1.413144 0.021808  0
 2852 Fr 200 113  87 -1539.406132 -7.697031 0.030600  0  8.710259 0.044331  0 -0.362262 0.068211  0 19.584210 0.062874  0  1.692898 0.036540  0
 2853 Fr 201 114  87 -1550.021368 -7.711549 0.009045  0 10.615236 0.039645  0 -0.323579 0.022645  0 19.325495 0.022776  0  2.127876 0.014418  0
 2854 Fr 202 115  87 -1558.585008 -7.715767 0.007070  0  8.563640 0.016115  0  0.101219 0.056717  0 19.178876 0.037670  0  2.455828 0.031470  0
 2855 Fr 203 116  87 -1568.876056 -7.728453 0.006293  0 10.291048 0.013363  0  0.118707 0.023867  0 18.854688 0.015338  0  2.873923 0.014534  0
 2856 Fr 204 117  87 -1577.216500 -7.731453 0.024480  0  8.340444 0.030773  0  0.508774 0.042750  0 18.631492 0.031550  0  3.341838 0.052356  0
 2857 Fr 205 118  87 -1587.204962 -7.742463 0.007790  0  9.988462 0.032270  0  0.609319 0.015134  0 18.328906 0.014083  0  3.687038 0.018346  0
 2858 Fr 206 119  87 -1595.208972 -7.743733 0.028222  0  8.004010 0.036012  0  0.802415 0.033347  0 17.992472 0.052702  0  3.906984 0.050458  0
 2859 Fr 207 120  87 -1604.882254 -7.753054 0.017595  0  9.673282 0.045817  0  0.981261 0.026247  0 17.677292 0.025385  0  4.412439 0.032765  0
 2860 Fr 208 121  87 -1612.775156 -7.753727 0.011856  0  7.892902 0.029451  0  1.301023 0.020343  0 17.566184 0.040078  0  4.776118 0.026894  0
 2861 Fr 209 122  87 -1621.950124 -7.760527 0.014630  0  9.174968 0.026486  0  1.383833 0.025862  0 17.067870 0.032225  0  5.082196 0.027050  0
 2862 Fr 210 123  87 -1629.585082 -7.759929 0.015120  0  7.634958 0.029750  0  1.661960 0.025152  0 16.809926 0.026976  0  5.403222 0.024064  0
 2863 Fr 211 124  87 -1638.463292 -7.765229 0.012027  0  8.878210 0.027147  0  1.805095 0.016647  0 16.513168 0.026657  0  5.797519 0.017043  0
 2864 Fr 212 125  87 -1645.910472 -7.763729 0.008692  0  7.447180 0.020719  0  2.030374 0.015444  0 16.325390 0.023812  0  6.083862 0.016462  0
 2865 Fr 213 126  87 -1654.018543 -7.765345 0.005112  0  8.108071 0.013804  0  2.163032 0.008292  0 15.555251 0.017139  0  6.445469 0.007855  0
 2866 Fr 214 127  87 -1659.495692 -7.754653 0.008560  0  5.477149 0.013672  0  2.532379 0.011968  0 13.585220 0.017252  0  6.870232 0.010892  0
 2867 Fr 215 128  87 -1666.290232 -7.750187 0.007095  0  6.794540 0.015655  0  2.631857 0.016297  0 12.271689 0.012207  0  7.642213 0.011994  0
 2868 Fr 216 129  87 -1671.708748 -7.739392 0.004104  0  5.418516 0.011199  0  3.130191 0.011844  0 12.213056 0.012664  0  8.189044 0.008384  0
 2869 Fr 217 130  87 -1678.436507 -7.734730 0.006510  0  6.727759 0.010614  0  3.208048 0.012558  0 12.146275 0.013605  0  8.969657 0.013390  0
 2870 Fr 218 131  87 -1683.763202 -7.723684 0.004796  0  5.326695 0.011306  0  3.869204 0.008919  0 12.054454 0.008900  0  9.737390 0.008468  0
 2871 Fr 219 132  87 -1690.275781 -7.718154 0.007008  0  6.512579 0.011804  0  3.869298 0.009406  0 11.839274 0.013518  0 10.316729 0.011999  0
 2872 Fr 220 133  87 -1695.482572 -7.706739 0.003960  0  5.206791 0.010968  0  4.616862 0.006150  0 11.719370 0.008756  0 11.155724 0.015514  0
 2873 Fr 221 134  87 -1701.758908 -7.700267 0.004862  0  6.276336 0.008822  0  4.604481 0.006622  0 11.483127 0.011870  0 11.658604 0.008147  0
 2874 Fr 222 135  87 -1706.729566 -7.687971 0.007548  0  4.970658 0.012410  0  5.363166 0.013294  0 11.246994 0.011508  0 12.537526 0.021628  0
 2875 Fr 223 136  87 -1712.796404 -7.680701 0.002007  0  6.066838 0.009555  0  5.259523 0.004005  0 11.037496 0.006869  0 12.940049 0.015930  0
 2876 Fr 224 137  87 -1717.501540 -7.667418 0.011200  0  4.705136 0.013207  0  5.910860 0.019005  0 10.771974 0.018748  0 13.744246 0.026962  0
 2877 Fr 225 138  87 -1723.500832 -7.660004 0.011925  0  5.999292 0.023125  0  5.894061 0.021781  0 10.704428 0.013932  0 14.147187 0.025974  0
 2878 Fr 226 139  87 -1727.872308 -7.645453 0.006328  0  4.371476 0.018253  0  6.283436 0.017578  0 10.370768 0.017528  0 14.730288 0.028728  0
 2879 Fr 227 140  87 -1733.781637 -7.637805 0.005902  0  5.909329 0.012230  0  6.334430 0.016298  0 10.280805 0.017827  0 15.179257 0.230902  1
 2880 Fr 228 141  87 -1738.151236 -7.623470 0.006840  0  4.369599 0.012742  0  6.771339 0.020914  0 10.278928 0.013168  0 15.749856 0.232840  1
 2881 Fr 229 142  87 -1743.938505 -7.615452 0.005038  0  5.787269 0.011878  0  6.844898 0.022822  0 10.156868 0.010940  0 16.410125 0.232038  1
 2882 Fr 230 143  87 -1748.191252 -7.600832 0.006440  0  4.252747 0.011478  0  7.145267 0.019493  0 10.040016 0.013280  0 16.697872 0.462440  1
 2883 Fr 231 144  87 -1753.668832 -7.591640 0.007623  0  5.477580 0.014063  0  7.230285 0.237623  1  9.730327 0.012661  0 17.326452 0.465623  1
 2884 Fr 232 145  87 -1757.747836 -7.576499 0.013920  0  4.079004 0.021543  0  7.640289 0.244920  1  9.556584 0.020360  0  0.000001 0.000001  0
 2885 Fr 233 146  87 -1762.972019 -7.566404 0.019572  0  5.224183 0.033492  0  0.000001 0.000001  0  9.303187 0.027195  0  0.000001 0.000001  0
 2886 Ra 201 113  88 -1540.871140 -7.666026 0.020301  0  0.000001 0.000001  0  1.465007 0.050901  0  0.000001 0.000001  0  1.102745 0.057912  0
 2887 Ra 202 114  88 -1551.804466 -7.682200 0.014948  0 10.933326 0.035249  0  1.783097 0.023993  0  0.000001 0.000001  0  1.459518 0.028548  0
 2888 Ra 203 115  88 -1560.288839 -7.686152 0.038164  0  8.484373 0.053112  0  1.703830 0.045234  0 19.417699 0.058465  0  1.805049 0.087811  0
 2889 Ra 204 116  88 -1570.965106 -7.700809 0.015300  0 10.676267 0.053464  0  2.089049 0.021593  0 19.160640 0.030248  0  2.207756 0.032874  0
 2890 Ra 205 117  88 -1579.254320 -7.703680 0.070520  0  8.289214 0.085820  0  2.037819 0.095000  0 18.965481 0.108684  0  2.546593 0.088790  0
 2891 Ra 206 118  88 -1589.598942 -7.716500 0.017922  0 10.344622 0.088442  0  2.393979 0.025712  0 18.633836 0.033222  0  3.003298 0.025266  0
 2892 Ra 207 119  88 -1597.691344 -7.718316 0.053199  0  8.092402 0.071121  0  2.482371 0.081421  0 18.437024 0.123719  0  3.284786 0.058324  0
 2893 Ra 208 120  88 -1607.579266 -7.728746 0.008944  0  9.887922 0.062143  0  2.697011 0.026539  0 17.980324 0.026866  0  3.678272 0.017596  0
 2894 Ra 209 121  88 -1615.520283 -7.729762 0.005643  0  7.941017 0.014587  0  2.745126 0.017499  0 17.828939 0.058842  0  4.046149 0.014130  0
 2895 Ra 210 122  88 -1625.007010 -7.738129 0.009240  0  9.486727 0.014883  0  3.056885 0.023870  0 17.427744 0.018184  0  4.440718 0.020472  0
 2896 Ra 211 123  88 -1632.689087 -7.737863 0.008018  0  7.682077 0.017258  0  3.104004 0.023138  0 17.168804 0.013661  0  4.765964 0.018050  0
 2897 Ra 212 124  88 -1641.791426 -7.744299 0.011236  0  9.102339 0.019254  0  3.328133 0.023263  0 16.784416 0.020476  0  5.133228 0.015856  0
 2898 Ra 213 125  88 -1649.318266 -7.743278 0.009798  0  7.526840 0.021034  0  3.407793 0.018490  0 16.629179 0.017816  0  5.438167 0.016550  0
 2899 Ra 214 126  88 -1657.642324 -7.745992 0.005350  0  8.324058 0.015148  0  3.623780 0.010462  0 15.850898 0.016586  0  5.786812 0.008530  0
 2900 Ra 215 127  88 -1663.272670 -7.736152 0.007525  0  5.630346 0.012875  0  3.776977 0.016085  0 13.954404 0.017323  0  6.309356 0.010933  0
 2901 Ra 216 128  88 -1670.586682 -7.734198 0.008640  0  7.314012 0.016165  0  4.296449 0.015735  0 12.944358 0.013990  0  6.928306 0.017842  0
 2902 Ra 217 129  88 -1676.059417 -7.723776 0.007161  0  5.472735 0.015801  0  4.350668 0.011265  0 12.786747 0.014686  0  7.480859 0.014901  0
 2903 Ra 218 130  88 -1683.369294 -7.721877 0.011118  0  7.309877 0.018279  0  4.932786 0.017628  0 12.782612 0.019758  0  8.140834 0.017166  0
 2904 Ra 219 131  88 -1688.697337 -7.710947 0.008322  0  5.328043 0.019440  0  4.934134 0.013118  0 12.637920 0.015483  0  8.803338 0.012445  0
 2905 Ra 220 132  88 -1695.892850 -7.708604 0.008140  0  7.195513 0.016462  0  5.617068 0.015148  0 12.523556 0.019258  0  9.486366 0.010538  0
 2906 Ra 221 133  88 -1701.270565 -7.698057 0.004641  0  5.377715 0.012781  0  5.787992 0.008601  0 12.573228 0.012963  0 10.404854 0.006831  0
 2907 Ra 222 134  88 -1707.985354 -7.693628 0.004440  0  6.714789 0.009081  0  6.226445 0.009302  0 12.092504 0.012580  0 10.830926 0.006200  0
 2908 Ra 223 135  88 -1713.143637 -7.682258 0.002007  0  5.158283 0.006447  0  6.414070 0.009555  0 11.873072 0.006648  0 11.777236 0.007753  0
 2909 Ra 224 136  88 -1719.622258 -7.676885 0.001792  0  6.478621 0.003799  0  6.825853 0.003799  0 11.636904 0.006232  0 12.085376 0.003790  0
 2910 Ra 225 137  88 -1724.526580 -7.664563 0.002700  0  4.904322 0.004492  0  7.025039 0.013900  0 11.382943 0.004707  0 12.935899 0.010505  0
 2911 Ra 226 138  88 -1730.923142 -7.658952 0.002034  0  6.396562 0.004734  0  7.422309 0.013959  0 11.300884 0.003826  0 13.316370 0.011890  0
 2912 Ra 227 139  88 -1735.484511 -7.645306 0.002043  0  4.561369 0.004077  0  7.612202 0.008371  0 10.957931 0.004743  0 13.895638 0.013293  0
 2913 Ra 228 140  88 -1741.793314 -7.639444 0.002052  0  6.308803 0.004095  0  8.011676 0.007954  0 10.870172 0.004086  0 14.346106 0.012448  0
 2914 Ra 229 141  88 -1746.242795 -7.625514 0.015343  0  4.449481 0.017395  0  8.091558 0.022183  0 10.758284 0.017386  0 14.862897 0.029417  0
 2915 Ra 230 142  88 -1752.359950 -7.618956 0.010350  0  6.117155 0.025693  0  8.421444 0.015388  0 10.566636 0.012402  0 15.266342 0.028134  0
 2916 Ra 231 143  88 -1756.731001 -7.604896 0.011319  0  4.371051 0.021669  0  8.539748 0.017759  0 10.488206 0.026662  0 15.685015 0.024372  0
 2917 Ra 232 144  88 -1762.521818 -7.597077 0.009048  0  5.790817 0.020367  0  8.852985 0.016671  0 10.161868 0.019398  0 16.083270 0.239048  1
 2918 Ra 233 145  88 -1766.756142 -7.582644 0.008621  0  4.234324 0.017669  0  9.008305 0.022541  0 10.025141 0.019940  0 16.648594 0.239621  1
 2919 Ra 234 146  88 -1772.230792 -7.573636 0.008424  0  5.474650 0.017045  0  9.258772 0.027996  0  9.708974 0.017472  0  0.000001 0.000001  0
 2920 Ra 235 147  88 -1776.154730 -7.558105 0.235000  1  3.923938 0.243424  1  0.000001 0.000001  0  9.398588 0.243621  1  0.000001 0.000001  0
 2921 Ac 205 116  89 -1570.184189 -7.659435 0.050840  0  0.000001 0.000001  0 -0.780917 0.066140  0  0.000001 0.000001  0  1.308133 0.057133  0
 2922 Ac 206 117  89 -1578.882808 -7.664480 0.050470  0  8.698619 0.101310  0 -0.371512 0.120990  0  0.000001 0.000001  0  1.666308 0.074950  0
 2923 Ac 207 118  89 -1589.287227 -7.677716 0.050301  0 10.404419 0.100771  0 -0.311715 0.068223  0 19.103038 0.101141  0  2.082265 0.058091  0
 2924 Ac 208 119  89 -1597.751654 -7.681498 0.055744  0  8.464427 0.106045  0  0.060310 0.108943  0 18.868846 0.106214  0  2.542682 0.083966  0
 2925 Ac 209 120  89 -1607.732384 -7.692499 0.050578  0  9.980730 0.106322  0  0.153118 0.059522  0 18.445157 0.100879  0  2.850130 0.068173  0
 2926 Ac 210 121  89 -1615.857894 -7.694561 0.057330  0  8.125510 0.107908  0  0.337611 0.062973  0 18.106240 0.113074  0  3.082738 0.069186  0
 2927 Ac 211 122  89 -1625.516613 -7.703870 0.052961  0  9.658719 0.110291  0  0.509603 0.062201  0 17.784229 0.103539  0  3.566489 0.067591  0
 2928 Ac 212 123  89 -1633.512758 -7.705249 0.051304  0  7.996145 0.104265  0  0.823671 0.059322  0 17.654864 0.108634  0  3.927676 0.066424  0
 2929 Ac 213 124  89 -1642.706772 -7.712238 0.015336  0  9.194014 0.066640  0  0.915346 0.026572  0 17.190159 0.068297  0  4.243480 0.027363  0
 2930 Ac 214 125  89 -1650.488852 -7.712565 0.015408  0  7.782080 0.030744  0  1.170586 0.025206  0 16.976094 0.066712  0  4.578380 0.024100  0
 2931 Ac 215 126  89 -1658.973529 -7.716156 0.012470  0  8.484677 0.027878  0  1.331205 0.017820  0 16.266757 0.027806  0  4.954986 0.017582  0
 2932 Ac 216 127  89 -1664.931030 -7.708014 0.010800  0  5.957501 0.023270  0  1.658360 0.018325  0 14.442178 0.026208  0  5.435338 0.019360  0
 2933 Ac 217 128  89 -1672.443080 -7.707111 0.011284  0  7.512050 0.022084  0  1.856398 0.019924  0 13.469551 0.023754  0  6.152848 0.018379  0
 2934 Ac 218 129  89 -1678.374320 -7.698965 0.050794  0  5.931240 0.062078  0  2.314903 0.057955  0 13.443290 0.061594  0  6.665572 0.054898  0
 2935 Ac 219 130  89 -1685.719965 -7.697351 0.050589  0  7.345645 0.101383  0  2.350671 0.061707  0 13.276885 0.061873  0  7.283458 0.057099  0
 2936 Ac 220 131  89 -1691.616954 -7.689168 0.006160  0  5.896989 0.056749  0  2.919617 0.014482  0 13.242634 0.056954  0  7.853752 0.010956  0
 2937 Ac 221 132  89 -1698.908853 -7.687370 0.050388  0  7.291899 0.056548  0  3.016003 0.058528  0 13.188888 0.100977  0  8.633072 0.057396  0
 2938 Ac 222 133  89 -1704.881778 -7.679648 0.005106  0  5.972925 0.055494  0  3.611213 0.009747  0 13.264824 0.011266  0  9.399206 0.009066  0
 2939 Ac 223 134  89 -1711.748623 -7.676003 0.007136  0  6.866845 0.012242  0  3.763269 0.011576  0 12.839770 0.057524  0  9.989715 0.011998  0
 2940 Ac 224 135  89 -1717.411766 -7.667017 0.004032  0  5.663143 0.011168  0  4.268129 0.006039  0 12.529988 0.009138  0 10.682200 0.011580  0
 2941 Ac 225 136  89 -1724.079984 -7.662578 0.004725  0  6.668218 0.008757  0  4.457726 0.006517  0 12.331361 0.011861  0 11.283580 0.006732  0
 2942 Ac 226 137  89 -1729.479346 -7.652563 0.003164  0  5.399362 0.007889  0  4.952766 0.005864  0 12.067580 0.007196  0 11.977806 0.014364  0
 2943 Ac 227 138  89 -1736.010223 -7.647622 0.001816  0  6.530877 0.004980  0  5.087081 0.003850  0 11.930239 0.006541  0 12.509391 0.013741  0
 2944 Ac 228 139  89 -1741.036422 -7.636125 0.002052  0  5.026199 0.003868  0  5.551911 0.004095  0 11.557076 0.005216  0 13.164114 0.008380  0
 2945 Ac 229 140  89 -1747.312610 -7.630186 0.012137  0  6.276188 0.014189  0  5.519296 0.014189  0 11.302387 0.013953  0 13.530973 0.018039  0
 2946 Ac 230 141  89 -1752.235534 -7.618415 0.015870  0  4.922924 0.028007  0  5.992739 0.031213  0 11.199112 0.017922  0 14.084298 0.022710  0
 2947 Ac 231 142  89 -1758.382290 -7.612045 0.012936  0  6.146756 0.028806  0  6.022340 0.023286  0 11.069680 0.025073  0 14.443785 0.017974  0
 2948 Ac 232 143  89 -1763.062102 -7.599406 0.012992  0  4.679812 0.025928  0  6.331101 0.024311  0 10.826568 0.028862  0 14.870850 0.019432  0
 2949 Ac 233 144  89 -1768.979703 -7.592188 0.013048  0  5.917601 0.026040  0  6.457885 0.022096  0 10.597413 0.025984  0 15.310871 0.020671  0
 2950 Ac 234 145  89 -1773.517920 -7.579136 0.014040  0  4.538217 0.027088  0  6.761778 0.022661  0 10.455818 0.027032  0 15.770084 0.027960  0
 2951 Ac 235 146  89 -1779.073174 -7.570524 0.013865  0  5.555254 0.027905  0  6.842382 0.022289  0 10.093471 0.026913  0 16.101155 0.033437  0
 2952 Ac 236 147  89 -1783.280846 -7.556275 0.038232  0  4.207672 0.052097  0  7.126116 0.273232  1  9.762926 0.052272  0  0.000001 0.000001  0
 2953 Ac 237 148  89 -1788.649734 -7.547045 0.474000  1  5.368888 0.512232  1  0.000001 0.000001  0  9.576560 0.487865  1  0.000001 0.000001  0
